Player,Competetion,season,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_y,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x.1,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Home
Óscar Trejo,La-Liga,2021-2022,ar ARG,AM,33-111,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,4,5,80,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Alberto Moreno,La-Liga,2021-2022,es ESP,LM,29-042,71,0,0,0,0,1,1,0,0,58,1,0,1,0,0,0,3,0,39,51,76.5,3,32,2,2,1,,,,,,,,,,,,,,,,,,,,,Villarreal
Alfonso Pedraza,La-Liga,2021-2022,es ESP,LB,25-129,77,0,0,0,0,1,0,0,0,53,4,1,0,0.2,0.2,0,2,0,41,49,83.7,0,27,3,2,2,,,,,,,,,,,,,,,,,,,,,Villarreal
Aïssa Mandi,La-Liga,2021-2022,dz ALG,CB,29-298,90,0,0,0,0,2,0,0,0,67,0,0,0,0.1,0.1,0,0,0,61,63,96.8,6,46,0,0,0,,,,,,,,,,,,,,,,,,,,,Villarreal
Boulaye Dia,La-Liga,2021-2022,sn SEN,FW,24-273,90,0,0,0,0,2,0,0,0,31,0,0,1,0.1,0.1,0.1,5,0,18,27,66.7,1,19,3,2,2,,,,,,,,,,,,,,,,,,,,,Villarreal
Dani Raba,La-Liga,2021-2022,es ESP,RM,25-291,19,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0.3,1,0,5,11,45.5,1,8,1,1,0,,,,,,,,,,,,,,,,,,,,,Villarreal
Francis Coquelin,La-Liga,2021-2022,fr FRA,CM,30-095,13,0,0,0,0,0,0,0,0,11,0,1,1,0,0,0,0,0,6,7,85.7,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,Villarreal
Gerard Moreno,La-Liga,2021-2022,es ESP,FW,29-131,90,0,0,0,0,4,1,1,0,40,0,0,0,0.5,0.5,0.1,2,0,18,30,60,6,27,3,2,2,,,,,,,,,,,,,,,,,,,,,Villarreal
Gerónimo Rulli,La-Liga,2021-2022,ar ARG,GK,29-088,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,23,29,79.3,0,17,0,0,0,1,0,1,100,0.1,3,9,33.3,23,2,26.1,31.8,6,50,41.2,11,0,0,0,10,Villarreal
Juan Foyth,La-Liga,2021-2022,ar ARG,"RB,CM",23-216,81,0,0,0,0,0,0,2,1,54,2,0,0,0,0,0,3,0,49,51,96.1,5,33,3,3,2,,,,,,,,,,,,,,,,,,,,,Villarreal
Manu Trigueros,La-Liga,2021-2022,es ESP,CM,29-303,77,0,0,0,0,2,0,0,0,58,1,0,0,0.1,0.1,0.3,5,0,44,52,84.6,6,28,0,1,0,,,,,,,,,,,,,,,,,,,,,Villarreal
Moi Gómez,La-Liga,2021-2022,es ESP,LM,27-054,19,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,1,0,5,8,62.5,1,6,1,0,0,,,,,,,,,,,,,,,,,,,,,Villarreal
Pervis Estupiñán,La-Liga,2021-2022,ec ECU,LB,23-207,13,0,0,0,0,0,0,0,0,20,2,2,0,0,0,0,0,0,10,14,71.4,0,6,1,0,0,,,,,,,,,,,,,,,,,,,,,Villarreal
Raúl Albiol,La-Liga,2021-2022,es ESP,CB,35-346,90,0,0,0,0,0,0,0,0,53,4,0,0,0,0,0,1,0,36,47,76.6,1,26,1,0,0,,,,,,,,,,,,,,,,,,,,,Villarreal
Rubén Peña,La-Liga,2021-2022,es ESP,"RB,CM",30-029,19,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,2,0,7,8,87.5,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,Villarreal
Yeremi Pino,La-Liga,2021-2022,es ESP,RM,18-300,71,0,0,0,0,2,1,0,0,30,1,0,3,0.1,0.1,0,0,0,13,22,59.1,1,14,1,2,1,,,,,,,,,,,,,,,,,,,,,Villarreal
Aarón Escandell,La-Liga,2021-2022,es ESP,GK,25-323,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,40,62.5,0,17,0,0,0,3,0,3,100,0.3,13,27,48.1,30,4,60,42.1,10,90,52.3,14,3,21.4,4,17,Granada
Alberto Soro,La-Liga,2021-2022,es ESP,RW,22-160,5,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,3,66.7,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Granada
Antonio Puertas,La-Liga,2021-2022,es ESP,RW,29-176,85,0,0,0,0,0,0,0,0,37,1,1,1,0,0,0,0,0,14,25,56,0,19,0,1,0,,,,,,,,,,,,,,,,,,,,,Granada
Carlos Bacca,La-Liga,2021-2022,co COL,FW,34-342,45,0,0,0,0,1,0,0,0,16,1,0,0,0,0,0,0,0,9,11,81.8,1,6,0,2,0,,,,,,,,,,,,,,,,,,,,,Granada
Carlos Neva,La-Liga,2021-2022,es ESP,LB,25-065,90,0,0,0,0,0,0,0,0,42,1,3,1,0,0,0,0,0,23,30,76.7,0,19,2,2,0,,,,,,,,,,,,,,,,,,,,,Granada
Darwin Machís,La-Liga,2021-2022,ve VEN,LW,28-190,79,0,0,0,0,1,0,0,0,23,1,5,0,0,0,0,1,0,3,11,27.3,0,9,1,1,0,,,,,,,,,,,,,,,,,,,,,Granada
Dimitri Foulquier,La-Liga,2021-2022,fr FRA,RB,28-146,90,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,23,29,79.3,3,15,2,0,0,,,,,,,,,,,,,,,,,,,,,Granada
Domingos Duarte,La-Liga,2021-2022,pt POR,CB,26-159,90,0,0,0,0,0,0,0,0,43,0,4,2,0,0,0,0,0,24,36,66.7,3,16,0,0,0,,,,,,,,,,,,,,,,,,,,,Granada
Germán Sánchez,La-Liga,2021-2022,es ESP,CB,34-247,85,0,0,0,0,0,0,1,0,40,2,2,3,0,0,0,0,0,24,29,82.8,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,Granada
Jorge Molina,La-Liga,2021-2022,es ESP,LW,39-116,11,0,0,0,0,1,1,0,0,9,0,0,0,0.1,0.1,0,0,0,4,5,80,2,6,0,1,0,,,,,,,,,,,,,,,,,,,,,Granada
Luis Javier Suárez,La-Liga,2021-2022,co COL,FW,23-257,45,0,0,0,0,1,0,0,0,7,0,0,0,0.1,0.1,0,1,0,4,5,80,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Granada
Luis Milla,La-Liga,2021-2022,es ESP,LM,26-313,61,0,0,0,0,0,0,0,0,22,1,1,1,0,0,0.1,1,0,14,17,82.4,3,17,2,2,2,,,,,,,,,,,,,,,,,,,,,Granada
Maxime Gonalons,La-Liga,2021-2022,fr FRA,CM,32-159,90,0,0,0,0,0,0,0,0,51,4,1,0,0,0,0,1,0,40,44,90.9,2,20,1,3,3,,,,,,,,,,,,,,,,,,,,,Granada
Monchu,La-Liga,2021-2022,es ESP,RM,21-337,90,0,0,0,0,1,0,0,0,48,3,2,1,0,0,0,3,0,26,35,74.3,5,21,1,3,2,,,,,,,,,,,,,,,,,,,,,Granada
Víctor Díaz,La-Liga,2021-2022,es ESP,CB,33-065,5,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,6,6,100,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Granada
Diego González,La-Liga,2021-2022,es ESP,CB,26-200,29,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,8,11,72.7,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,Elche
Enzo Roco,La-Liga,2021-2022,cl CHI,CB,29-000,61,0,0,0,0,0,0,0,0,32,0,2,1,0,0,0,1,0,21,26,80.8,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,Elche
Fidel,La-Liga,2021-2022,es ESP,CM,31-293,90,0,0,0,0,1,0,0,0,61,0,0,1,0,0,0,7,0,41,50,82,10,32,3,2,2,,,,,,,,,,,,,,,,,,,,,Elche
Gonzalo Verdú,La-Liga,2021-2022,es ESP,CB,32-299,90,0,0,0,0,1,0,1,0,44,0,1,1,0,0,0,0,0,31,34,91.2,1,23,0,0,0,,,,,,,,,,,,,,,,,,,,,Elche
Guido Carrillo,La-Liga,2021-2022,ar ARG,FW,30-083,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,66.7,0,2,0,1,1,,,,,,,,,,,,,,,,,,,,,Elche
Helibelton Palacios,La-Liga,2021-2022,co COL,WB,28-066,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,7,85.7,1,4,0,1,1,,,,,,,,,,,,,,,,,,,,,Elche
Iván Marcone,La-Liga,2021-2022,ar ARG,CM,31-074,90,0,0,0,0,0,0,0,0,47,2,0,1,0,0,0,0,0,31,37,83.8,5,26,0,1,1,,,,,,,,,,,,,,,,,,,,,Elche
Johan Mojica,La-Liga,2021-2022,co COL,WB,28-360,90,0,0,0,0,1,0,0,0,86,1,3,1,0,0,0.9,1,0,55,76,72.4,2,47,3,2,2,,,,,,,,,,,,,,,,,,,,,Elche
Josan,La-Liga,2021-2022,es ESP,WB,31-256,81,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,1,0,33,41,80.5,1,30,1,1,0,,,,,,,,,,,,,,,,,,,,,Elche
Kiko Casilla,La-Liga,2021-2022,es ESP,GK,34-318,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,22,36,61.1,0,20,0,0,0,3,0,3,100,0.4,7,18,38.9,27,9,44.4,36.9,9,66.7,51,20,1,5,0,5.3,Elche
Lucas Boyé,La-Liga,2021-2022,ar ARG,FW,25-169,90,0,0,0,0,2,0,0,0,37,0,0,0,0.1,0.1,0,2,0,14,20,70,2,24,2,2,2,,,,,,,,,,,,,,,,,,,,,Elche
Pedro Bigas,La-Liga,2021-2022,es ESP,CB,30-335,90,0,0,0,0,1,1,0,0,55,0,1,0,0,0,0,1,0,36,42,85.7,5,22,1,0,0,,,,,,,,,,,,,,,,,,,,,Elche
Pere Milla,La-Liga,2021-2022,es ESP,FW,28-327,70,0,0,0,0,1,0,0,0,14,0,0,0,0.9,0.9,0,0,0,4,9,44.4,1,8,0,1,0,,,,,,,,,,,,,,,,,,,,,Elche
Raúl Guti,La-Liga,2021-2022,es ESP,CM,24-229,81,0,0,0,0,0,0,1,0,33,0,1,0,0,0,0,1,0,24,29,82.8,3,23,0,0,0,,,,,,,,,,,,,,,,,,,,,Elche
Asier Villalibre,La-Liga,2021-2022,es ESP,FW,23-320,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,3,33.3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Dani García,La-Liga,2021-2022,es ESP,CM,31-084,75,0,0,0,0,1,0,1,0,39,2,2,2,0.1,0.1,0,0,0,25,32,78.1,1,11,1,0,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Daniel Vivian,La-Liga,2021-2022,es ESP,CB,22-032,90,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,30,34,88.2,1,20,0,0,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Iker Muniain,La-Liga,2021-2022,es ESP,LM,28-240,81,0,0,0,0,0,0,0,0,44,1,0,1,0,0,0,3,0,30,39,76.9,9,28,2,3,3,,,,,,,,,,,,,,,,,,,,,Athletic Club
Iñaki Williams,La-Liga,2021-2022,gh GHA,FW,27-062,90,0,0,0,0,2,0,0,0,19,0,0,1,0.1,0.1,0,2,0,4,9,44.4,0,7,0,2,1,,,,,,,,,,,,,,,,,,,,,Athletic Club
Iñigo Lekue,La-Liga,2021-2022,es ESP,RB,28-104,38,0,0,0,0,0,0,0,0,25,0,1,1,0,0,0.4,2,0,13,19,68.4,2,11,1,1,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Iñigo Martínez,La-Liga,2021-2022,es ESP,CB,30-091,90,0,0,0,0,0,0,0,0,61,0,1,1,0,0,0,1,0,44,53,83,3,35,2,0,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Julen Agirrezabala,La-Liga,2021-2022,es ESP,GK,20-233,90,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,17,21,81,0,7,0,0,0,2,0,2,100,0.2,2,5,40,14,5,14.3,30.4,7,42.9,30.7,18,0,0,2,28,Athletic Club
Mikel Balenziaga,La-Liga,2021-2022,es ESP,LB,33-168,90,0,0,0,0,2,1,0,0,56,1,0,1,0,0,0,2,0,40,49,81.6,6,32,5,4,3,,,,,,,,,,,,,,,,,,,,,Athletic Club
Mikel Vesga,La-Liga,2021-2022,es ESP,CM,28-087,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,6,12,50,2,7,2,1,1,,,,,,,,,,,,,,,,,,,,,Athletic Club
Nico Williams,La-Liga,2021-2022,es ESP,RM,19-035,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,100,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Oier Zarraga,La-Liga,2021-2022,es ESP,CM,22-224,9,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,4,6,66.7,1,7,2,0,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Oihan Sancet,La-Liga,2021-2022,es ESP,FW,21-113,74,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0.1,1,0,17,20,85,5,11,0,0,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Unai Vencedor Paris,La-Liga,2021-2022,es ESP,CM,20-274,81,0,0,0,0,0,0,0,0,44,0,0,2,0,0,0,1,0,30,39,76.9,3,24,0,2,2,,,,,,,,,,,,,,,,,,,,,Athletic Club
Álex Berenguer,La-Liga,2021-2022,es ESP,"RM,LM",26-043,90,0,0,0,0,2,0,0,0,62,2,2,5,0.4,0.4,0.1,1,0,26,42,61.9,8,26,1,6,4,,,,,,,,,,,,,,,,,,,,,Athletic Club
Javi López,La-Liga,2021-2022,es ESP,LB,19-149,15,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,2,4,50,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,Betis
Ximo Navarro,La-Liga,2021-2022,es ESP,RB,31-210,90,0,0,0,0,2,0,0,0,44,3,1,0,0.1,0.1,0,1,0,19,28,67.9,1,22,0,1,1,,,,,,,,,,,,,,,,,,,,,Betis
Abdón Prats,La-Liga,2021-2022,es ESP,FW,28-257,63,0,0,0,0,1,0,0,0,18,0,0,1,0.2,0.2,0,2,0,7,10,70,1,9,0,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Fernando Niño,La-Liga,2021-2022,es ESP,FW,20-301,27,1,0,0,0,1,1,0,0,8,0,0,0,0.2,0.2,0,0,0,1,4,25,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Franco Russo,La-Liga,2021-2022,ar ARG,CB,26-300,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,31,37,83.8,3,29,1,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Rodrigo Battaglia,La-Liga,2021-2022,ar ARG,DM,30-040,27,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,14,17,82.4,1,10,1,0,0,,,,,,,,,,,,,,,,,,,,,Cádiz
Dídac Vilà,La-Liga,2021-2022,es ESP,LB,32-073,45,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,1,0,10,12,83.3,1,8,0,0,0,,,,,,,,,,,,,,,,,,,,,Alavés
Manu Morlanes,La-Liga,2021-2022,es ESP,CM,22-221,6,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,3,3,100,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,Alavés
Sergi Darder,La-Liga,2021-2022,es ESP,CM,27-242,84,0,0,0,0,0,0,0,0,38,3,2,0,0,0,0,4,0,26,33,78.8,2,25,2,2,2,,,,,,,,,,,,,,,,,,,,,Alavés
Arnaut Danjuma,La-Liga,2021-2022,nl NED,RM,24-202,5,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,3,33.3,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,Mallorca
Luis Abram,La-Liga,2021-2022,pe PER,CB,25-175,45,0,0,0,0,0,0,0,0,19,1,1,1,0,0,0,0,0,4,10,40,1,4,0,0,0,,,,,,,,,,,,,,,,,,,,,Espanyol
Manu Vallejo,La-Liga,2021-2022,es ESP,FW,24-188,12,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Villarreal
Jon Morcillo,La-Liga,2021-2022,es ESP,LM,22-340,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Granada
Raúl García,La-Liga,2021-2022,es ESP,FW,35-041,24,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,6,50,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Granada
Sergiño Dest,La-Liga,2021-2022,us USA,RB,20-291,81,0,0,0,0,1,1,0,0,60,2,0,0,0.1,0.1,0,2,0,41,47,87.2,3,39,5,5,3,,,,,,,,,,,,,,,,,,,,,Valencia
Alexander Isak,La-Liga,2021-2022,se SWE,FW,21-335,87,0,0,0,0,2,2,1,0,19,0,0,2,0.4,0.4,0,4,0,7,10,70,1,17,1,3,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Ander Guevara,La-Liga,2021-2022,es ESP,CM,24-046,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,100,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Jon Guridi,La-Liga,2021-2022,es ESP,CM,26-175,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,66.7,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Esteban Saveljich,La-Liga,2021-2022,me MNE,CB,30-094,90,0,0,0,0,2,1,0,0,23,0,0,0,0.2,0.2,0,0,0,15,16,93.8,0,11,0,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Yacine Qasmi,La-Liga,2021-2022,ma MAR,FW,30-231,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,50,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Barcelona
Darío Benedetto,La-Liga,2021-2022,ar ARG,FW,31-097,28,0,0,0,0,1,1,1,0,7,0,0,0,0.1,0.1,0,2,0,4,5,80,1,6,1,3,2,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
Enric Franquesa,La-Liga,2021-2022,es ESP,RW,24-177,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Nemanja Radoja,La-Liga,2021-2022,rs SRB,CM,28-197,90,0,0,0,0,0,0,0,0,52,2,0,2,0,0,0,0,0,33,41,80.5,0,25,0,0,0,,,,,,,,,,,,,,,,,,,,,Atlético Madrid
Rúben Vezo,La-Liga,2021-2022,pt POR,,27-119,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,2,4,50,3,0,100,57,1,100,65,4,0,0,0,,Atlético Madrid
Dani Carvajal,La-Liga,2021-2022,es ESP,RB,29-223,26,0,0,0,0,1,0,0,0,26,1,0,0,0.1,0.1,0,2,1,20,24,83.3,1,14,1,1,1,,,,,,,,,,,,,,,,,,,,,Elche
David Timor,La-Liga,2021-2022,es ESP,"RM,RB",31-310,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Iglesias,La-Liga,2021-2022,es ESP,"FW,RB",23-051,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,4,7,57.1,1,2,2,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Jakub Jankto,La-Liga,2021-2022,cz CZE,"LM,RM",25-216,45,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0,0,0,8,10,80,1,9,1,0,0,,,,,,,,,,,,,,,,,,,,,Levante
Ivan Rakiti?,La-Liga,2021-2022,hr CRO,"DM,AM",33-166,45,0,0,0,0,1,0,0,0,33,0,0,2,0,0,0,2,0,25,29,86.2,5,22,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Madrid
Rafa Mir,La-Liga,2021-2022,es ESP,FW,24-066,24,0,0,0,0,2,0,0,0,13,0,0,1,0.2,0.2,0,2,1,6,7,85.7,1,8,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Madrid
Suso,La-Liga,2021-2022,es ESP,RW,27-277,45,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,18,61.1,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Madrid
Yassine Bounou,La-Liga,2021-2022,ma MAR,GK,30-140,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,25,34,73.5,0,19,0,0,0,0,0,0,,0,4,10,40,24,6,25,31.6,10,40,36.9,16,1,6.3,1,14.5,Real Madrid
Aridane Hernández,La-Liga,2021-2022,es ESP,CB,32-153,90,0,0,0,0,1,0,0,0,57,2,0,1,0.1,0.1,0,0,0,32,44,72.7,2,17,0,0,0,,,,,,,,,,,,,,,,,,,,,Getafe
José Ángel,La-Liga,2021-2022,es ESP,LB,31-352,8,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0.1,2,0,10,11,90.9,3,6,1,2,1,,,,,,,,,,,,,,,,,,,,,Getafe
Manu Sánchez,La-Liga,2021-2022,es ESP,LB,20-364,82,0,0,0,0,0,0,1,0,49,1,1,2,0,0,0.1,3,0,28,42,66.7,5,15,2,3,2,,,,,,,,,,,,,,,,,,,,,Getafe
Roberto Torres,La-Liga,2021-2022,es ESP,RM,32-169,26,0,0,0,0,1,0,1,0,21,0,1,0,0,0,0.3,1,0,13,18,72.2,2,11,2,2,0,,,,,,,,,,,,,,,,,,,,,Getafe
Carlos Dominguez,La-Liga,2021-2022,es ESP,CB,20-193,78,0,0,0,0,0,0,1,0,69,0,1,1,0,0,0,0,0,54,62,87.1,6,52,2,1,1,,,,,,,,,,,,,,,,,,,,,Sevilla
Joseph Aidoo,La-Liga,2021-2022,gh GHA,CB,25-328,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,60,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Kevin Vázquez,La-Liga,2021-2022,es ESP,RB,28-153,90,0,0,0,0,0,0,0,0,78,0,2,0,0,0,0,0,0,50,74,67.6,3,43,0,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
Aleix Vidal,La-Liga,2021-2022,es ESP,RM,32-006,16,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,10,12,83.3,2,9,1,1,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Loren Morón,La-Liga,2021-2022,es ESP,FW,27-240,16,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,1,0,2,3,66.7,0,4,0,1,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Álvaro Vadillo,La-Liga,2021-2022,es ESP,RB,26-349,5,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,2,3,66.7,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Santi Mina,La-Liga,2021-2022,es ESP,FW,25-264,90,0,0,0,0,4,0,0,0,34,1,0,0,0.6,0.6,0.2,2,0,16,23,69.6,2,13,0,0,0,,,,,,,,,,,,,,,,,,,,,Mallorca
Unai Simón,La-Liga,2021-2022,es ESP,GK,24-078,90,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,0,19,37,51.4,0,14,0,0,0,0,0,0,,0,10,26,38.5,24,4,66.7,51.8,13,76.9,48.2,20,1,5,2,18.3,Espanyol
Alexander Sørloth,La-Liga,2021-2022,no NOR,FW,25-266,5,0,0,0,0,1,0,0,0,8,0,0,0,0.2,0.2,0,0,0,2,5,40,0,3,2,2,1,,,,,,,,,,,,,,,,,,,,,Valencia
Roberto Navarro,La-Liga,2021-2022,es ESP,CM,19-138,9,0,0,0,0,2,0,0,0,7,0,0,0,0.1,0.1,0,3,0,4,5,80,2,7,2,3,3,,,,,,,,,,,,,,,,,,,,,Valencia
Cárdenas,La-Liga,2021-2022,es ESP,GK,24-153,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,32,41,78,0,27,0,0,0,2,1,1,50,0.2,4,10,40,33,7,24.2,29.5,7,28.6,26.3,4,0,0,2,22.7,Alavés
Álex Cantero,La-Liga,2021-2022,es ESP,FW,21-081,64,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,4,8,50,1,12,1,4,2,,,,,,,,,,,,,,,,,,,,,Alavés
Josema,La-Liga,2021-2022,es ESP,CB,25-083,25,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,2,50,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Celta Vigo
Thomas Delaney,La-Liga,2021-2022,dk DEN,RM,29-359,23,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,17,18,94.4,3,10,0,0,0,,,,,,,,,,,,,,,,,,,,,Athletic Club
Cristian Tello,La-Liga,2021-2022,es ESP,"LW,RW",30-017,21,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0.2,1,0,8,11,72.7,0,9,2,2,1,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Germán Pezzella,La-Liga,2021-2022,ar ARG,CB,30-062,90,0,0,0,0,0,0,1,0,59,1,2,3,0,0,0,0,0,35,46,76.1,1,27,1,1,1,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Guido Rodríguez,La-Liga,2021-2022,ar ARG,DM,27-138,90,0,0,0,0,1,1,0,0,88,5,2,3,0,0,0,0,0,58,71,81.7,4,46,0,1,1,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Juan Miranda,La-Liga,2021-2022,es ESP,LB,21-221,90,0,0,0,0,0,0,0,0,77,5,0,0,0,0,0,0,0,51,65,78.5,5,25,1,1,1,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Víctor Camarasa,La-Liga,2021-2022,es ESP,DM,27-092,21,0,0,0,0,1,0,0,0,18,1,1,1,0,0,0,0,0,10,13,76.9,1,10,0,0,0,,,,,,,,,,,,,,,,,,,,,Real Sociedad
Miguel Gutiérrez,La-Liga,2021-2022,es ESP,LB,20-032,82,0,0,0,0,0,0,1,0,58,5,0,0,0,0,0.2,2,0,47,48,97.9,6,33,2,2,2,,,,,,,,,,,,,,,,,,,,,Levante
Gavi,La-Liga,2021-2022,es ESP,RM,17-024,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,12,15,80,1,13,0,1,0,,,,,,,,,,,,,,,,,,,,,Elche
Marc-André ter Stegen,La-Liga,2021-2022,de GER,GK,29-121,90,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,34,47,72.3,0,20,0,0,0,3,1,2,66.7,0.2,7,16,43.8,40,2,30,30.3,7,57.1,39.6,7,1,14.3,2,17.3,Elche
Emmanuel Amankwaa Akurugu,La-Liga,2021-2022,gh GHA,CB,19-282,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,75,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,Sevilla
